LOGISTA France n°01,"Camel Pipe Tobacco Coupe Large (boîte carrée), en 67 g",21,22
LOGISTA France n°01,"Winston Pipe Tobacco Coupe Large (boîte carrée), en 35,5 g",10.5,11
LOGISTA France n°01,"Big Ben ice coupe large devient Elixyr Ice (pot), en 50 g",13.3,13.3
LOGISTA France n°01,"Big Ben coupe large (blague), en 25 g",6,6
LOGISTA France n°01,"Big Ben coupe large (pot), en 50 g",12,12
LOGISTA France n°01,"Bistro, en 30 g",8.5,8.9
LOGISTA France n°01,"Bistro Noir, en 30 g",8.5,8.9
LOGISTA France n°01,"Brookfield n°1, en 50 g",14.2,14.8
LOGISTA France n°01,"Chevalier, en 30 g",8.3,8.7
LOGISTA France n°01,"Golden blend's n°1, en 50 g",15,15.6
LOGISTA France n°01,"Golden blend's n°2, en 50 g",15,15.6
LOGISTA France n°01,"Golden blend's n°3, en 50 g",15,15.6
LOGISTA France n°01,"J B R Adventure, en 50 g",14.2,14.8
LOGISTA France n°01,"Radford's Caribbean blend, en 50 g",14.2,14.8
LOGISTA France n°01,"Radford's Scottish blend, en 50 g",14.2,14.8
LOGISTA France n°01,"Thomas Radford Sunday's Fantasy, en 50 g",17.3,Retrait
LOGISTA France n°01,"Burton Red pipe tobacco, en 30 g",7.2,7.5
LOGISTA France n°01,"Burton Red pipe tobacco, en 80 g",19.2,20
LOGISTA France n°01,"Burton Red pipe tobacco (seau), en 150 g",36,37.5
LOGISTA France n°01,"Burton White pipe tobacco, en 20 g",4.8,5
LOGISTA France n°01,"Frérot blond l'Authentique, en 120 g",34.8,Retrait
LOGISTA France n°01,"Frérot blond l'Authentique, en 100 g",29,29
LOGISTA France n°01,"Frérot blond Original, en 20 g",5,5
LOGISTA France n°01,"Stanley maxx (blague), en 30 g",8.7,8.85
LOGISTA France n°01,"Stanley maxx menthol, en 65 g",18.85,Retrait
LOGISTA France n°01,"Stanley Maxx, en 135 g",39.15,Retrait
LOGISTA France n°01,"Stanley Maxx, en 150 g",43.5,44.3
LOGISTA France n°01,"Stanley Maxx, en 20 g",5.8,5.9
LOGISTA France n°01,"Stanley Maxx, en 45 g",13.05,Retrait
LOGISTA France n°01,"Stanley Maxx, en 65 g",18.85,Retrait
LOGISTA France n°01,"Stanley mega, en 200 g",58,59.1
LOGISTA France n°01,"Stanley Maxx, en 110 g",31.9,32.5
LOGISTA France n°01,"Stanley Maxx, en 35 g",10.15,10.35
LOGISTA France n°01,"Stanley Maxx, en 55 g",15.95,16.25
LOGISTA France n°01,"Stanley Mini Maxx, en 25 g",7.5,7.8
LOGISTA France n°01,"Frérot Hexagone Jaune (blague), en 30 g",,14.5
LOGISTA France n°01,"Frérot Blond MAXX, en 250 g",,70
LOGISTA France n°01,"Amphora full, en 50 g",18.9,18.9
LOGISTA France n°01,"Amsterdamer, en 40 g",14.9,14.9
LOGISTA France n°01,"Backwoods Red XXL, en 150 g",36.5,38
LOGISTA France n°01,"Backwoods Red, en 30 g",7.3,7.6
LOGISTA France n°01,"Backwoods Red, en 75 g",18.25,19
LOGISTA France n°01,"Caporal (blague), en 40 g",14.9,14.9
LOGISTA France n°01,"Caporal export, en 40 g",16.7,16.7
LOGISTA France n°01,"Le Supérieur, en 40 g",16.7,16.7
LOGISTA France n°01,"Saint Claude, en 40 g",16.7,16.7
LOGISTA France n°01,"Scaferlati bleu (blague), en 40 g",16.7,16.7
LOGISTA France n°01,"Scaferlati vert (blague), en 40 g",16.7,16.7
LOGISTA France n°01,"Backwoods Green, en 30 g",7.9,Retrait
LOGISTA France n°01,"Backwoods White, en 20 g",5,5.2
LOGISTA France n°01,"Clan Hollandia, en 30 g",10.85,10.85
LOGISTA France n°01,"Clan Hollandia, en 50 g",18.1,18.1
LOGISTA France n°01,"Clan original (par 5), en 30 g",11.9,11.9
LOGISTA France n°01,"Clan original (par 5), en 50 g",19.85,19.85
LOGISTA France n°01,"Clan Tradition, en 30 g",10.95,10.95
LOGISTA France n°01,"Clan Tradition, en 50 g",18.25,18.25
LOGISTA France n°01,"Mon Terroir blond (blague), en 30 g",7.5,7.5
LOGISTA France n°01,"Schippers speciaal (par 5), en 50 g",20,20
LOGISTA France n°01,"Van Dyck (par 5), en 50 g",19.25,20
LOGISTA France n°01,"1637 coupe large en blague, en 40 g",12.7,13.5
LOGISTA France n°01,"Solelhal (pot), en 40 g",11.5,12
LOGISTA France n°01,"Solelhal (blague), en 20 g",5.75,6
LOGISTA France n°01,"Solelhal (seau), en 120 g",34.5,36
DAVIDOFF n°07,"1855 Erik Peter's blend, en 50 g",33,33
DAVIDOFF n°07,"1855 Erik Peter's blend (5 boîtes de 50g), en 250 g",165,165
DAVIDOFF n°07,"1957 Erik Michael's blend, en 50 g",33,33
DAVIDOFF n°07,"1957 Erik Michael's blend (5 boîtes de 50g), en 250 g",165,165
DAVIDOFF n°07,"Alsbo Black, en 50 g",23,23
DAVIDOFF n°07,"Alsbo Black (5 blagues de 50g), en 250 g",115,115
DAVIDOFF n°07,"Alsbo Gold, en 50 g",23,23
DAVIDOFF n°07,"Alsbo Gold (5 blagues de 50g), en 250 g",115,115
DAVIDOFF n°07,"Alsbo Ruby, en 50 g",23,23
DAVIDOFF n°07,"Alsbo Ruby (5 blagues de 50g), en 250 g",115,115
DAVIDOFF n°07,"Alsbo Silver, en 50 g",23,23
DAVIDOFF n°07,"Alsbo Silver (5 blagues de 50g), en 250 g",115,115
DAVIDOFF n°07,"Alsbo Sungold, en 50 g",23,23
DAVIDOFF n°07,"Alsbo Sungold (5 blagues de 50g), en 250 g",115,115
DAVIDOFF n°07,"Aran Mixture, en 40 g",22,22
DAVIDOFF n°07,"Aran Mixture (5 blagues de 40g), en 200 g",110,110
DAVIDOFF n°07,"Borkum Riff Ruby, en 50 g",21,21
DAVIDOFF n°07,"Borkum Riff Ruby (5 blagues de 50g), en 250 g",105,105
DAVIDOFF n°07,"Borkum Riff Sungold, en 50 g",21,21
DAVIDOFF n°07,"Borkum Riff Sungold (5 blagues de 50g), en 250 g",105,105
DAVIDOFF n°07,"Connemara Black, en 40 g",22,22
DAVIDOFF n°07,"Connemara Black (5 blagues de 40g), en 200 g",110,110
DAVIDOFF n°07,"Connoisseur's Choice, en 50 g",35,35
DAVIDOFF n°07,"Connoisseur's Choice (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"Davidoff Danish mixture, en 50 g",32,32
DAVIDOFF n°07,"Davidoff Danish mixture (5 boîtes de 50g), en 250 g",160,160
DAVIDOFF n°07,"Davidoff English mixture, en 50 g",32,32
DAVIDOFF n°07,"Davidoff English mixture (5 boîtes de 50g), en 250 g",160,160
DAVIDOFF n°07,"Davidoff Flake medaillons, en 50 g",34,34
DAVIDOFF n°07,"Davidoff Flake medaillons (5 boîtes de 50g), en 250 g",170,170
DAVIDOFF n°07,"Davidoff Royalty 100 % tabac, en 50 g",32,32
DAVIDOFF n°07,"Davidoff Royalty 100 % tabac (5 boîtes de 50g), en 250 g",160,160
DAVIDOFF n°07,"Davidoff Royalty 100 % tabac (2 boîtes de 50g), en 100 g ",64,64
DAVIDOFF n°07,"Davidoff Danish mixture (2 boîtes de 50g), en 100 g ",64,64
DAVIDOFF n°07,"Davidoff Scottish mixture (2 boîtes de 50g), en 100 g ",64,64
DAVIDOFF n°07,"Davidoff Scottish mixture, en 50 g",32,32
DAVIDOFF n°07,"Davidoff Scottish mixture (5 boîtes de 50g), en 250 g",160,160
DAVIDOFF n°07,"De Luxe Mixture, en 50 g",35,35
DAVIDOFF n°07,"De Luxe Mixture (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"Irish Cask, en 50 g",35,35
DAVIDOFF n°07,"Irish Cask (5 blagues de 50g), en 250 g",175,175
DAVIDOFF n°07,"Irish Dew, en 40 g",22,22
DAVIDOFF n°07,"Irish Dew (5 blagues de 40g), en 200 g",110,110
DAVIDOFF n°07,"Kings Crown Mixture, en 40 g",13,13
DAVIDOFF n°07,"Kings Crown Mixture (5 blagues de 40g), en 200 g",65,65
DAVIDOFF n°07,"Night Cap, en 50 g",35,35
DAVIDOFF n°07,"Night Cap (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"Old Dublin, en 50 g",35,35
DAVIDOFF n°07,"Old Dublin (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"Orlik Kentucky bird, en 50 g",25,25
DAVIDOFF n°07,"Orlik Kentucky bird (5 blagues de 50g), en 250 g",125,125
DAVIDOFF n°07,"Sherlock Holmes, en 50 g",35,35
DAVIDOFF n°07,"Sherlock Holmes (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"University Flake, en 50 g",35,35
DAVIDOFF n°07,"University Flake (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"Early Morning, en 50 g",35,35
DAVIDOFF n°07,"Early Morning (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"My Mixture, en 50 g",35,35
DAVIDOFF n°07,"My Mixture (5 boîtes de 50g), en 250 g",175,175
DAVIDOFF n°07,"Standard Mixture, en 50 g",35,35
DAVIDOFF n°07,"Standard Mixture (5 boîtes de 50g), en 250 g",175,175
BUTZ CHOQUIN n°19,"Sans souci, en 50 g ",94.5,94.5
PIPAL n°33,"Big Ben coupe large (blague), en 25 g",6,6
PIPAL n°33,"Big Ben coupe large (pot), en 70 g",16.8,16.8
PIPAL n°33,"Elixyr Ice (blague), en 30 g",8,8
PIPAL n°33,"Big Ben ice coupe large (pot), en 70 g",18.6,18.6
PIPAL n°33,"Big Ben ice coupe large, en 30 g",6.9,6.9
PIPIERE DE PARIS n° 40,"Big Ben coupe large (blague), en 25 g",6,6
PIPIERE DE PARIS n° 40,"Elixyr Ice (blague), en 30 g",7.8,7.8
PIPIERE DE PARIS n° 40,"Elixyr Ice, en 30 g",8,8
EUROTAB n° 43,"Robert Mc Connel Cruise Line (pot), en 100 g",43,43
EUROTAB n° 43,"Samuel Gawith Balkan Flake (boite), en 50 g",29.9,29.9
EUROTAB n° 43,"Samuel Gawith Best Brown Flake (boite), en 50 g",29.9,29.9
EUROTAB n° 43,"Samuel Gawith Commonwealth (boite), en 50 g",29.9,29.9
EUROTAB n° 43,"Samuel Gawith Full Virginia Flake (boite), en 50 g",29.9,29.9
EUROTAB n° 43,"Samuel Gawith Skiff Mixture (boite), en 50 g",29.9,29.9
EUROTAB n° 43,"Samuel Gawith Squadrom Leader (boite), en 50 g",29.9,29.9
TOURN’FEUILLE n° 83,"Stanley Maxx, en 46 g",13.35,13.35
TOURN’FEUILLE n° 83,"Stanley Maxx Menthol, en 30 g",8.7,8.7
TOURN’FEUILLE n° 83,"Kingston Red, en 30 g",7.5,7.5
TOURN’FEUILLE n° 83,"Stanley Volume, en 46 g",11.5,11.5
TOURN’FEUILLE n° 83,"Stanley Volume Ice, en 30 g",7.5,7.5
TOURN’FEUILLE n° 83,"Stanley Volume, en 30 g ",7.5,7.5
TOURN’FEUILLE n° 83,"Stanley Volume, en 150 g",37.5,37.5
TOURN’FEUILLE n° 83,"Frérot Volume, en 20 g",5,5
CHAPUIS COMOY n° 89,"Chacom n° 1, en 50 g",29,30
CHAPUIS COMOY n° 89,"Chacom n° 2, en 50 g",29,30
CHAPUIS COMOY n° 89,"Chacom n° 3, en 50 g  ",29,30
CHAPUIS COMOY n° 89,"Chacom n° 4, en 50 g  ",29,30
CHAPUIS COMOY n° 89,"Chacom n° 5, en 50 g  ",30,30
CHAPUIS COMOY n° 89,"Chacom n° 6, en 50 g ",30,30
ALBANA TOBACCO n° 119,"Bentley Pipe Tobacco The Classic One (Boite), en 50 g",32.5,32.5
ALBANA TOBACCO n° 119,"Bentley Pipe Tobacco The London Carmine (Boite), en 50 g",32.5,32.5
ALBANA TOBACCO n° 119,"Bentley Pipe Tobacco The Oriental Amber (Boite), en 50 g",32.5,32.5
ALBANA TOBACCO n° 119,"Bentley Pipe Tobacco The planters purpure (Boite), en 50 g",32.5,32.5
ALBANA TOBACCO n° 119,"Bentley Pipe Tobacco The Royal Gold (Boite), en 50 g",32.5,32.5
ALBANA TOBACCO n° 119,"Bentley Pipe Tobacco The Virginia Ruby (Boite), en 50 g",32.5,32.5
