LOGISTA France n°01,"Camel Pipe Tobacco Coupe Large (boîte carrée), en 67 g",21,21
LOGISTA France n°01,"Winston Pipe Tobacco Coupe Large (boîte carrée), en 35,5 g",10.5,10.5
LOGISTA France n°01,"Big Ben ice coupe large (pot), en 50 g",13,13
LOGISTA France n°01,"Big Ben coupe large (blague), en 20 g",4.8,4.8
LOGISTA France n°01,"Big Ben coupe large (blague), en 25 g",6,6
LOGISTA France n°01,"Big Ben coupe large (blague), en 30 g",7.2,Retrait
LOGISTA France n°01,"Big Ben coupe large (pot), en 50 g",12,12
LOGISTA France n°01,"Big Ben coupe large (pot), en 70 g",16.8,16.8
LOGISTA France n°01,"Big Ben ice coupe large (blague), en 30 g",8,8
LOGISTA France n°01,"Big Ben ice coupe large (pot), en 70 g",18.2,18.2
LOGISTA France n°01,"Big Ben ice coupe large, en 30 g",7.8,7.8
LOGISTA France n°01,"Bistro, en 30 g",8.5,8.5
LOGISTA France n°01,"Bistro Noir, en 30 g",8.5,8.5
LOGISTA France n°01,"Brookfield n°1, en 50 g",14.2,14.2
LOGISTA France n°01,"Chevalier, en 30 g",8.3,8.3
LOGISTA France n°01,"Golden blend's n°1, en 50 g",15,15
LOGISTA France n°01,"Golden blend's n°2, en 50 g",15,15
LOGISTA France n°01,"Golden blend's n°3, en 50 g",15,15
LOGISTA France n°01,"J B R Adventure, en 50 g",14.2,14.2
LOGISTA France n°01,"Radford's Caribbean blend, en 50 g",14.2,14.2
LOGISTA France n°01,"Radford's Scottish blend, en 50 g",14.2,14.2
LOGISTA France n°01,"Thomas Radford Sunday's Fantasy, en 50 g",17.3,17.3
LOGISTA France n°01,"7 Seas original blend, en 40 g",14.2,14.2
LOGISTA France n°01,"7 Seas regular blend, en 40 g",14.2,14.2
LOGISTA France n°01,"7 Seas Royal blend, en 40 g",14.2,14.2
LOGISTA France n°01,"Classic Loose Cut, en 50 g",17.5,17.5
LOGISTA France n°01,"Mixture, en 50 g",17.5,17.5
LOGISTA France n°01,"Original Choice tabac à pipe, en 40 g",17.5,17.5
LOGISTA France n°01,"News Large Cut Pipe Tobacco XL (pochette), en 75 g",21.5,21.5
LOGISTA France n°01,"News Large Cut Pipe Tobacco XXL (pochette), en 140 g",39.5,39.5
LOGISTA France n°01,"Amphora full, en 50 g",17,17
LOGISTA France n°01,"Amsterdamer, en 40 g",13.4,13.4
LOGISTA France n°01,"Backwoods Red, en 150 g",36.5,36.5
LOGISTA France n°01,"Backwoods Red, en 30 g",7.3,7.3
LOGISTA France n°01,"Backwoods Red, en 75 g",18.25,18.25
LOGISTA France n°01,"Caporal (blague), en 40 g",13.4,13.4
LOGISTA France n°01,"Caporal export, en 40 g",15,15
LOGISTA France n°01,"Le Supérieur, en 40 g",15,15
LOGISTA France n°01,"Saint Claude, en 40 g",15,15
LOGISTA France n°01,"Scaferlati bleu (blague), en 40 g",15,15
LOGISTA France n°01,"Scaferlati vert (blague), en 40 g",15,15
LOGISTA France n°01,"Backwoods Green, en 30 g",7.9,7.9
LOGISTA France n°01,"Clan Hollandia, en 50 g",16.6,16.6
LOGISTA France n°01,"Clan original (par 5), en 30 g",11.05,11.05
LOGISTA France n°01,"Clan original (par 5), en 50 g",18.4,18.4
LOGISTA France n°01,"Clan Tradition, en 50 g",16.75,16.75
LOGISTA France n°01,"Schippers speciaal (par 5), en 50 g",18.6,18.6
LOGISTA France n°01,"Van Dyck (par 5), en 50 g",17.9,17.9
LOGISTA France n°01,"1637 coupe large en blague, en 40 g",12.6,12.6
LOGISTA France n°01,"1637 coupe large, en 40 g",12.6,12.6
LOGISTA France n°01,"Frérot blond l'Authentique, en 120 g",34.8,34.8
LOGISTA France n°01,"Frérot blond l'Authentique, en 100 g",29,29
